event_id,image_group_id,image_url_1,image_url_2,image_url_3,image_url_1_bbox,image_url_2_bbox,image_url_3_bbox,count,species_name,blank_image,bboxes,load_date
567,SSWI000000016161614,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161614A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161614B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161614C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161614A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161614B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161614C.jpg,1,opossum,FALSE,"{'A': [['0.6157669948589476,0.9375,0.33238632990596506,0.12073867009403495']], 'B': [['0.6008522474294737,0.9396306649529825,0.3735794948589476,0.11505683504701748']], 'C': [['0.6065340592868422,0.9403408711442107,0.36221587114421067,0.11363642266456117']]}",12/5/21
568,SSWI000000016161748,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161748A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161748B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161748C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161748A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161748B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161748C.jpg,2,coyote,FALSE,"{'A': [['0.8103692886677194,0.6399147474294737,0.08096591752350873,0.15340908247649127', '0.6239346443338597,0.6795099368573685,0.2833807113322806,0.2602982912382456'], ['0.8103692886677194,0.6399147474294737,0.08096591752350873,0.15340908247649127', '0.6239346443338597,0.6795099368573685,0.2833807113322806,0.2602982912382456']], 'B': [['0.6239346443338597,0.6803977061912282,0.28196020619122814,0.25284091752350873', '0.7990056649529825,0.6409800799059651,0.10511367009403495,0.15838066495298253'], ['0.6239346443338597,0.6803977061912282,0.28196020619122814,0.25284091752350873', '0.7990056649529825,0.6409800799059651,0.10511367009403495,0.15838066495298253']], 'C': [['0.6482599136677194,0.689453125,0.2531959974294738,0.23615058504701747', '0.7990056417633334,0.6422229755250879,0.10227270619122815,0.17436079123824563'], ['0.6482599136677194,0.689453125,0.2531959974294738,0.23615058504701747', '0.7990056417633334,0.6422229755250879,0.10227270619122815,0.17436079123824563']]}",12/5/21
569,SSWI000000016161809,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161809A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161809B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016161809C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161809A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161809B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016161809C.jpg,2,coyote,FALSE,"{'A': [['0.49822441495298253,0.6413352061912282,0.05539775257052622,0.11931816495298252', '0.6498579355721054,0.5997869149529825,0.061789793808771844,0.07457382990596505'], ['0.49822441495298253,0.6413352061912282,0.05539775257052622,0.11931816495298252', '0.6498579355721054,0.5997869149529825,0.061789793808771844,0.07457382990596505']], 'B': [['0.4950283943338597,0.5955255386677194,0.08877837114421068,0.08096591752350873']], 'C': [['0.47052556185736844,0.6044033943338597,0.0738636237147369,0.08735795876175437']]}",12/5/21
570,SSWI000000016162020,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016162020A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016162020B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016162020C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016162020A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016162020B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016162020C.jpg,1,opossum,FALSE,"{'A': [], 'B': [['0.31605112371473687,0.7230113299059651,0.10014204123824563,0.15482949485894756']], 'C': [['0.26491477061912283,0.709339478095614,0.1012073737147369,0.16938920876175437']]}",12/5/21
571,SSWI000000016162113,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016162113A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016162113B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016162113C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016162113A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016162113B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016162113C.jpg,1,coyote,FALSE,"{'A': [['0.7400568118573685,0.6940695580015791,0.2798295412382456,0.2439630386677194']], 'B': [['0.7279829587617543,0.687499976810351,0.1647727525705262,0.2627840360971932']], 'C': [['0.732066771904386,0.6873224136677194,0.1722301262852631,0.2574573273354388']]}",12/5/21
572,SSWI000000016172560,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172560A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172560B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172560C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172560A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172560B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172560C.jpg,1,coyote,FALSE,"{'A': [['0.37215909407131575,0.6935369149529825,0.1413352293808772,0.10298291238245631']], 'B': [['0.25110972326214914,0.7066761005250879,0.13911575966692985,0.10795454123824563']], 'C': [['0.09144175741085528,0.6963778324764912,0.15980112951214914,0.10724433504701748']]}",12/5/21
573,SSWI000000016172570,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172570A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172570B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172570C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172570A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172570B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172570C.jpg,1,coyote,FALSE,"{'A': [['0.6139914793808772,0.7254971211442107,0.17826704123824563,0.11292607733543883']], 'B': [], 'C': []}",12/5/21
574,SSWI000000016172616,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172616A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172616B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172616C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172616A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172616B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172616C.jpg,0,blank,TRUE,None,12/5/21
575,SSWI000000016172656,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172656A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172656B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172656C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172656A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172656B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172656C.jpg,3,turkey,FALSE,"{'A': ['0.935,0.6413,0.1286,0.09725', '0.9636,0.6384,0.07255,0.08203', '0.969,0.6246,0.0583,0.05267'], 'B': ['0.9018,0.6373,0.1708,0.109', '0.6378,0.683,0.03386,0.04829'], 'C': ['0.8732,0.6397,0.1599,0.1075', '0.6357,0.6832,0.02856,0.04662']}",12/5/21
576,SSWI000000016172688,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172688A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172688B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172688C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172688A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172688B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172688C.jpg,1,rabbit,FALSE,"{'A': [['0.9357244149529825,0.9495738299059651,0.12855117009403497,0.1008523401880699']], 'B': [['0.9367897474294737,0.9502840824764912,0.12357949485894756,0.09943183504701748']], 'C': []}",12/5/21
577,SSWI000000016172696,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172696A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172696B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016172696C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172696A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172696B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016172696C.jpg,0,blank,TRUE,None,12/5/21
578,SSWI000000016173032,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173032A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173032B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173032C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173032A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173032B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173032C.jpg,1,rabbit,FALSE,"{'A': [['0.13370028092868422,0.5649857680485966,0.05326704123824563,0.06889204123824563']], 'B': [], 'C': []}",12/5/21
579,SSWI000000016173261,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173261A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173261B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173261C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173261A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173261B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173261C.jpg,0,blank,TRUE,None,12/5/21
580,SSWI000000016173289,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173289A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173289B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016173289C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173289A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173289B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016173289C.jpg,2,deer,FALSE,"{'A': [['0.1100408380517119,0.5866477061912282,0.2174183238965762,0.13849433504701747']], 'B': [['0.1496803956191228,0.6015625,0.2993607912382456,0.1640625', '0.1511008438277752,0.5962357912382457,0.2997158922504147,0.1484375'], ['0.1496803956191228,0.6015625,0.2993607912382456,0.1640625', '0.1511008438277752,0.5962357912382457,0.2997158922504147,0.1484375']], 'C': [['0.21484374420258773,0.5870028324764912,0.275568176547807,0.15127841752350873']]}",12/5/21
581,SSWI000000016183274,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016183274A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016183274B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016183274C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016183274A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016183274B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016183274C.jpg,1,coyote,FALSE,"{'A': [['0.9211647474294737,0.5621448737147369,0.15625,0.23721591752350873']], 'B': [['0.8032670180485966,0.5951704355721054,0.33806811857368446,0.22585229380877184']], 'C': [['0.605823853095614,0.5990766855721054,0.38636362371473687,0.21235795876175437']]}",12/5/21
582,SSWI000000016203045,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016203045A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016203045B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016203045C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016203045A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016203045B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016203045C.jpg,1,wolf,FALSE,"{'A': [['0.9318181649529825,0.7075638930485966,0.13636367009403497,0.24538354380877184']], 'B': [['0.3504971443338597,0.7452059574764912,0.2791192886677194,0.21839492009403497']], 'C': []}",12/5/21
583,SSWI000000016271535,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016271535A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016271535B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016271535C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016271535A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016271535B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016271535C.jpg,1,wolf,FALSE,"{'A': [['0.8863636237147369,0.6598011237147369,0.15198857733543883,0.10653408247649127']], 'B': [['0.7350852293808772,0.6509232680485966,0.1605113762852631,0.10085229380877185']], 'C': [['0.5930397706191228,0.6498579355721054,0.15767045876175437,0.0894886237147369']]}",12/5/21
584,SSWI000000016309115,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016309115A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016309115B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016309115C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016309115A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016309115B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016309115C.jpg,0,blank,TRUE,None,12/5/21
585,SSWI000000016311467,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016311467A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016311467B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016311467C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016311467A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016311467B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016311467C.jpg,1,wolf,FALSE,"{'A': [['0.10759942654780703,0.4802024052860527,0.21519885309561407,0.27397018942789464']], 'B': [['0.044833096327390354,0.47372158247649127,0.08966619265478071,0.20596591752350873']], 'C': []}",12/5/21
586,SSWI000000016341915,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016341915A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016341915B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016341915C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016341915A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016341915B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016341915C.jpg,1,deer,FALSE,"{'A': ['0.4071,0.6976,0.1398,0.3523'], 'B': ['0.4045,0.7096,0.1636,0.3762'], 'C': ['0.4057,0.7105,0.1534,0.3894']}",12/5/21
587,SSWI000000016342349,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342349A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342349B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342349C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342349A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342349B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342349C.jpg,0,blank,TRUE,None,12/5/21
588,SSWI000000016342731,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342731A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342731B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342731C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342731A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342731B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342731C.jpg,1,deer,FALSE,"{'A': [], 'B': [['0.7890625,0.7549715592868422,0.421875,0.4829545412382456']], 'C': [['0.6549182880250879,0.6063565193338597,0.6660155786207019,0.7759232912382457']]}",12/5/21
589,SSWI000000016342733,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342733A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342733B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342733C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342733A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342733B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342733C.jpg,1,turkey,FALSE,"{'A': ['0.0838,0.8365,0.1664,0.3185'], 'B': ['0.0969,0.7917,0.1938,0.4157'], 'C': ['0.1304,0.7752,0.2597,0.4361']}",12/5/21
590,SSWI000000016342758,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342758A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342758B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342758C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342758A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342758B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342758C.jpg,0,blank,TRUE,None,12/5/21
591,SSWI000000016342773,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342773A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342773B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016342773C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342773A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342773B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016342773C.jpg,1,rabbit,FALSE,"{'A': [], 'B': [], 'C': [['0.7192826430485966,0.3941761353095614,0.15944604380877184,0.1335227293808772']]}",12/5/21
592,SSWI000000016367856,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016367856A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016367856B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016367856C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016367856A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016367856B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016367856C.jpg,1,fox,FALSE,"{'A': ['0.163,0.7745,0.2404,0.1175'], 'B': [], 'C': []}",12/5/21
593,SSWI000000016424933,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424933A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424933B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424933C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424933A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424933B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424933C.jpg,1,opossum,FALSE,"{'A': [['0.652343726810351,0.7049005618573685,0.14772729380877184,0.11008520619122815']], 'B': [['0.6676136237147369,0.6942471443338597,0.11931816495298252,0.11150571133228059']], 'C': []}",12/5/21
594,SSWI000000016424935,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424935A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424935B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424935C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424935A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424935B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424935C.jpg,0,blank,TRUE,None,12/5/21
595,SSWI000000016424937,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424937A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424937B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016424937C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424937A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424937B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016424937C.jpg,0,blank,TRUE,None,12/5/21
596,SSWI000000016445776,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016445776A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016445776B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016445776C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016445776A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016445776B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016445776C.jpg,2,fox,FALSE,"{'A': [['0.5671164561912282,0.7132457049059651,0.1491477525705262,0.09481533247649127']], 'B': [['0.06707208488125206,0.7883522474294737,0.13112570395223275,0.09943183504701748', '0.5919744149529825,0.8330965360971931,0.07173291238245631,0.08096591752350873'], ['0.06707208488125206,0.7883522474294737,0.13112570395223275,0.09943183504701748', '0.5919744149529825,0.8330965360971931,0.07173291238245631,0.08096591752350873']], 'C': [['0.5923295412382457,0.8345170412382457,0.07244316495298252,0.08096591752350873']]}",12/5/21
597,SSWI000000016452671,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016452671A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016452671B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016452671C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016452671A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016452671B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016452671C.jpg,1,coyote,FALSE,"{'A': [['0.0828302562417955,0.6747158943338597,0.1495028418972862,0.09943178866771941']], 'B': [['0.4985795412382456,0.7098721443338597,0.20880683504701747,0.12428979380877185']], 'C': [['0.7054332049059651,0.7322442654780704,0.23686074485894756,0.1463067886677194']]}",12/5/21
598,SSWI000000016452673,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016452673A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016452673B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/SSWI000000016452673C.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016452673A.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016452673B.jpg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/SSWI000000016452673C.jpg,1,coyote,FALSE,"{'A': [['0.820312476810351,0.5994317886677194,0.11931821133228059,0.07315341752350873']], 'B': [['0.9591619149529825,0.6051136237147369,0.08167617009403495,0.08238632990596505']], 'C': []}",12/5/21
